#CharID	Name	Rank	Neigong	HP	SP	Critical	Dodge	Conter	Move	Defance	RoutineID	Voice
10024604	Hoa Sơn đệ tử	Địa	10076	99999	1800	4	2	4	2	400	10564	100246
10024701	Thành Vương	Huyền	10119	99999	1000	0	0	0	2	60	10706	100247
10029701	Lục Thiếu Lâm	Hoàng	10022	99999	900	3	3	10	2	135	10632	100297
10029702	Lục Thiếu Lâm	Huyền	10022	99999	1800	8	4	12	3	270	10631	100297
10029703	Lục Thiếu Lâm	Huyền	10022	99999	2800	10	4	12	3	360	10631	100297
10029803	Vô Điên	Địa	10021	99999	2780	6	6	6	3	380	10625	100298
10029901	Yến Vũ	Hoàng	10062	99999	800	10	2	2	3	60	10623	100299
10029902	Yến Vũ	Huyền	10062	99999	1800	14	2	2	3	120	10622	100299
10029903	Yến Vũ	Địa	10062	99999	3200	16	4	4	3	240	10621	100299
10031003	Ma Hô La Già	Địa	10032	99999	2400	6	4	8	3	400	10031	100010
10031004	Ma Hô La Già	Địa	10032	99999	8000	15	15	15	3	400	10031	100010
10031005	Ma Hô La Già	Địa	10032	99999	6300	15	15	15	3	400	10031	100010
10031103	Huyền Minh Tử	Địa	10029	99999	1800	6	2	2	3	300	10062	100018
10031104	Huyền Minh Tử	Địa	10093	99999	9800	10	10	30	3	600	10063	100018
10031203	Công Tôn Kiên	Địa	10125	99999	2000	6	6	6	3	400	10640	100312
10031204	Công Tôn Kiên	Địa	10125	99999	4000	6	6	6	3	500	10640	100312
10041501	Thiên Long giáo chúng	Địa	0	99999	1600	4	4	4	3	360	10687	100130
10041903	Hoa Si	Địa	10072	99999	1800	4	4	4	3	140	10108	100419
10042201	Thiên Ý thành chủ	Địa	10096	99999	6000	12	6	16	3	480	10670	100422
10042202	Thiên Ý thành chủ	Thiên	10096	99999	8600	18	6	16	3	630	10670	100422
10098903	Nhậm giáo chủ	Địa	10028	99999	5000	20	15	15	3	600	10651	100989
10099004	Tả Minh Chủ	Địa	10028	99999	4000	25	10	25	3	350	10650	100990
10099102	Cầu bang chủ	Địa	10063	99999	2000	35	0	10	4	600	10649	100991
10099203	Hồng giáo chủ	Địa	10032	99999	3000	15	8	15	3	300	10648	100992
10099303	Đường chưởng môn	Địa	10014	99999	2400	14	5	25	3	250	10647	100993
10099403	Hà chưởng môn	Địa	10042	99999	2500	20	20	20	3	200	10646	100994
10099503	Nhạc chưởng môn	Địa	10036	99999	3500	25	25	8	4	300	10645	100995
10099603	Mộ Dung công tử	Địa	0	99999	3000	10	10	50	3	750	10644	100996
10099703	Tây Độc	Địa	0	99999	3600	20	10	15	3	500	10643	100997
10099803	Kim Luân quốc sư	Địa	10036	99999	5000	30	5	5	2	750	10642	100998
10099904	Tiểu Hà Mễ	Thiên	10036	99999	9999	50	50	50	4	1000	10641	100999
11001001	Thiên Sơn nữ đệ tử	Hoàng	0	99999	350	0	0	0	2	20	10547	110010
11001002	Thiên Sơn nữ đệ tử	Hoàng	10084	99999	1650	2	10	2	2	100	10547	110010
30012901	Kim Phong tiêu cục đệ tử	Hoàng	0	99999	400	0	0	0	2	20	10633	100079
30012902	Kim Phong tiêu cục đệ tử	Huyền	0	99999	600	0	0	0	2	60	10633	100079
36003201	Tiểu hầu tử	Hoàng	10131	99999	1500	12	20	10	4	200	10626	360032
36010401	Thượng Tinh Trung	Hoàng	10084	99999	1200	2	2	2	2	100	10546	100121
36010402	Thượng Tinh Trung	Địa	10115	99999	7000	50	15	50	4	600	10548	100121
36010601	Ninh Thải Hà	Hoàng	10084	99999	1650	2	10	2	2	100	10547	110010
36006804	Thiên Ý nhẫn giả	Hoàng	10090	99999	2000	12	12	12	3	300	10656	360068
36006805	Thiên Ý nhẫn giả	Hoàng	10099	99999	1200	8	6	4	3	200	10656	360068
36006806	Thiên Ý trung nhẫn	Huyền	10099	99999	1700	12	8	4	3	300	10663	360068
36006807	Thiên Ý thượng nhẫn	Địa	10099	99999	2300	14	12	6	4	400	10664	360068
36006808	Thiên Ý Ám Bộ	Thiên	10099	99999	3100	16	12	8	5	600	10664	360068
36006809	Thiên Ý nhẫn giả	Địa	10099	99999	1700	12	8	4	3	200	10656	360068
36006810	Thiên Ý nhẫn giả	Địa	10099	99999	1700	12	8	4	3	200	10656	360068
36006811	Thiên Ý nhẫn giả	Địa	10099	99999	1700	12	8	4	3	200	10656	360068
36006812	Thiên Ý nhẫn giả	Địa	10099	99999	1700	12	8	4	3	200	10656	360068
36006813	Thiên Ý nhẫn giả	Địa	10099	99999	1700	12	8	4	3	200	10656	360068
36006814	Thiên Ý nhẫn giả	Địa	10099	99999	1700	12	8	4	3	200	10656	360068
36006815	Thiên Ý nhẫn giả	Địa	10099	99999	1700	12	8	4	3	200	10656	360068
36006816	Thiên Ý nhẫn giả	Địa	10099	99999	1700	12	8	4	3	200	10656	360068
36006817	Thiên Ý nhẫn giả	Địa	10099	99999	1700	12	8	4	3	200	10656	360068
36006818	Thiên Ý nhẫn giả	Địa	10099	99999	1700	12	8	4	3	200	10656	360068
36006819	Thiên Ý nhẫn giả	Địa	10099	99999	1700	12	8	4	3	200	10656	360068
36006820	Thiên Ý nhẫn giả	Địa	10099	99999	1700	12	8	4	3	200	10656	360068
36006821	Thiên Ý nhẫn giả	Địa	10099	99999	1700	12	8	4	3	200	10656	360068
36006822	Thiên Ý nhẫn giả	Địa	10099	99999	1700	12	8	4	3	200	10656	360068
36006823	Thiên Ý nhẫn giả	Địa	10099	99999	1700	12	8	4	3	200	10656	360068
36006824	Thiên Ý nhẫn giả	Địa	10099	99999	1700	12	8	4	3	200	10656	360068
36006825	Thiên Ý nhẫn giả	Địa	10099	99999	1700	12	8	4	3	200	10656	360068
36006826	Thiên Ý nhẫn giả	Địa	10099	99999	1700	12	8	4	3	200	10656	360068
36006827	Thiên Ý Ám Bộ	Thiên	10099	99999	3100	16	12	8	5	600	10663	360068
36006901	Hổ báo nhẫn	Hoàng	10098	99999	1200	8	6	4	3	2000	10656	360068
36007701	Hồ tộc binh lính	Hoàng	0	99999	500	6	4	4	2	30	10657	360077
36007801	Hán tộc binh lính	Hoàng	0	99999	500	4	4	6	2	100	10658	360078
36008501	Địa bĩ	Hoàng	0	99999	500	2	2	4	2	30	10659	360085
36008601	Địa bĩ	Hoàng	0	99999	500	2	4	2	2	200	10660	360086
36008701	Địa bĩ	Hoàng	0	99999	500	4	2	2	2	30	10661	360087
36008801	Địa bĩ	Hoàng	0	99999	1500	2	2	4	3	30	10662	360088
36010801	Cướp phỉ	Hoàng	0	99999	200	0	0	0	2	0	10137	100111
36011001	Hoa Hồng sơn tặc	Hoàng	0	99999	1000	4	2	6	3	360	10137	100111
36011101	Hoa Hồng đầu mục	Hoàng	10074	99999	2000	8	8	12	3	600	10137	100111
36011201	Cẩm Y Vệ	Huyền	10110	99999	2000	8	6	8	3	380	10682	500006
36011202	Cẩm Y Vệ	Huyền	10110	99999	2000	8	6	8	3	380	10682	500006
36011203	Cẩm Y Vệ	Huyền	10110	99999	2000	8	6	8	3	380	10682	500006
36011301	Cẩm Y Vệ	Huyền	10110	99999	2000	6	4	12	3	460	10683	500006
36011302	Cẩm Y Vệ	Huyền	10110	99999	2000	6	4	12	3	460	10683	500006
36011303	Cẩm Y Vệ	Huyền	10110	99999	2000	6	4	12	3	460	10683	500006
36011304	Cẩm Y Vệ	Huyền	10110	99999	2000	6	4	12	3	460	10683	500006
36011305	Cẩm Y Vệ	Huyền	10110	99999	2000	6	4	12	3	460	10683	500006
36011306	Cẩm Y Vệ	Huyền	10110	99999	2000	6	4	12	3	460	10683	500006
50000003	Đinh Hoằng	Địa	10016	99999	1600	12	4	4	3	240	10522	500006
50000103	Chu Bái	Địa	10016	99999	1600	12	4	4	3	240	10522	500006
50000203	Vu Tiến	Địa	10016	99999	1400	4	4	12	3	360	10522	500006
50000303	Cẩm Y Vệ	Địa	0	99999	1400	4	4	12	3	360	10522	500006
50501601	Hoàng đế	Hoàng	10116	99999	3200	10	10	10	3	800	10686	990039
50501701	Hoàng đế	Hoàng	10116	99999	3200	10	10	10	3	800	10686	990039
50501801	Hoàng đế	Hoàng	10116	99999	3200	10	10	10	3	800	10686	990039
50501901	Hoàng đế	Hoàng	10116	99999	3200	10	10	10	3	800	10686	990039
50502001	Hoàng đế	Hoàng	10116	99999	3200	10	10	10	3	800	10686	990039
50502101	Tây Vực dũng sĩ	Hoàng	10120	99999	2300	8	4	10	3	530	10703	360087
50502201	Tây Vực dũng sĩ	Hoàng	10120	99999	2600	8	4	10	3	530	10704	360088
55100101	Thần hỏa binh	Huyền	10113	99999	1600	0	4	8	2	400	10681	990035
55100201	Thần hỏa binh	Huyền	10113	99999	1600	0	4	8	2	400	10681	990035
55100301	Thần hỏa binh	Huyền	10113	99999	1600	0	4	8	2	400	10681	990035
55100401	Thần hỏa binh	Huyền	10113	99999	1600	0	4	8	2	400	10681	990035
55100501	Thần hỏa binh	Huyền	10113	99999	1600	0	4	8	2	400	10681	990035
90010103	Trác Nhân Thanh	Địa	10042	99999	1700	6	6	6	3	550	10276	100038
90010203	Tây Môn Huyền	Địa	10009	99999	1000	8	6	8	3	180	10161	100071
90010303	Hạ Hầu Thành	Huyền	10010	99999	800	2	2	2	3	270	10171	100084
90010403	Giang Thiên Hùng	Địa	10036	99999	1800	8	4	5	3	360	10406	100074
90010503	Đường Phi	Địa	60007	99999	900	9	7	0	4	210	10421	100080
90010603	Thương Hạc Minh	Địa	10029	99999	1500	6	3	4	3	420	10256	100088
90010703	Kha Hàng Long	Địa	10043	99999	2800	12	5	2	3	600	10466	100099
91000102	Cự mãng	Huyền	0	99999	1200	8	6	16	3	250	10639	910001
91000103	Độc xà	Huyền	0	99999	600	6	10	12	3	150	10702	910001
91000104	Vương Xà	Huyền	10117	99999	1600	10	2	20	3	400	10701	910001
91000204	Đại Hùng	Huyền	0	99999	3600	10	0	2	3	500	10638	910002
91000205	Đại Hùng	Huyền	0	99999	2000	10	0	2	3	200	10638	910002
91000206	Dã hùng	Huyền	0	99999	2000	10	0	2	3	500	10638	910002
91000207	Dã hùng	Huyền	0	99999	2000	10	0	2	2	200	10691	910002
91000301	Tiểu Hùng	Huyền	0	99999	1500	10	0	2	3	200	10692	910002
91000302	Tiểu Hùng	Huyền	0	99999	2000	10	0	2	3	200	10692	910002
91000401	Ngạc ngư	Huyền	0	99999	2000	10	0	15	3	350	10693	600002
91000402	Lão Nhị	Huyền	10128	99999	2000	10	6	15	3	350	10711	600002
91000501	Hắc Lang	Huyền	0	99999	1800	15	20	10	5	180	10694	600001
91000601	Tiểu Hắc lang	Huyền	10130	99999	1000	5	10	5	3	100	10713	600001
91000701	Bạch lang	Huyền	10129	99999	1800	15	10	10	5	250	10712	600001
91000801	Tiểu Bạch lang	Huyền	0	99999	1000	10	5	5	3	150	10697	600001
91000901	Tông lang	Huyền	0	99999	1800	10	10	10	3	180	10698	600001
91001001	Tiểu tông lang	Huyền	0	99999	1000	5	5	10	3	100	10699	600001
91001101	Gà mái	Hoàng	0	99999	200	4	6	12	2	100	10689	910011
91001201	Gà trống	Hoàng	0	99999	150	8	4	6	2	150	10690	910012
91001202	Kê sư phó	Hoàng	10127	99999	2600	20	10	15	2	150	10710	910012
91001301	Lão ưng	Hoàng	0	99999	1800	15	25	10	5	150	10700	910013
99001503	Cốc Vân Phi	Địa	10068	99999	3200	8	10	18	3	650	10688	990015
99001703	Lợi Đa Nhân Ba Thiết	Huyền	10095	99999	6000	25	5	25	2	800	10153	990017
99002301	Diệp Cô	Địa	10102	99999	4700	8	6	12	3	500	10672	990023
99002401	Hoa Cửu Sắt	Địa	10103	99999	5000	7	13	6	5	420	10673	990024
99002501	Kim Hi Phượng	Địa	10104	99999	4400	4	10	6	4	400	10674	990025
99002601	Doãn Thế Doãn	Địa	10105	99999	5000	6	8	10	3	550	10675	990026
99002701	Huyền Li Công	Địa	10106	99999	6800	12	8	8	4	750	10676	990027
99002702	Vô Tướng	Địa	10106	99999	6800	18	6	6	4	380	10676	990027
99002703	Vô Ngã	Địa	10106	99999	6800	8	6	6	4	1200	10676	990027
99002704	Vô Dục	Địa	10106	99999	6800	8	16	6	4	550	10676	990027
99002705	Vô Thường	Địa	10106	99999	6800	8	12	20	4	450	10676	990027
99002801	Dương đệ thượng nhân	Địa	10107	99999	5000	8	10	6	3	600	10677	990028
99002901	Nam Cung Long Phi	Địa	10108	99999	3800	4	8	13	3	480	10678	990029
99003001	Tần Tư Long	Địa	10109	99999	4200	12	6	15	3	520	10679	990030
99003501	Thần hỏa binh	Huyền	10113	99999	1600	0	4	8	2	400	10681	990035
99003502	Thần hỏa binh	Huyền	10113	99999	1600	0	4	8	2	400	10681	990035
99003503	Thần hỏa binh	Huyền	10113	99999	1600	0	4	8	2	400	10681	990035
99003504	Thần hỏa binh	Huyền	10113	99999	1600	0	4	8	2	400	10681	990035
99003505	Thần hỏa binh	Huyền	10113	99999	1600	0	4	8	2	400	10681	990035
99003506	Thần hỏa binh	Huyền	10113	99999	1600	0	4	8	2	400	10681	990035
99003507	Thần hỏa binh	Huyền	10113	99999	1600	0	4	8	2	400	10681	990035
99003508	Thần hỏa binh	Huyền	10113	99999	1600	0	4	8	2	400	10681	990035
99003701	Thiết thương đội	Hoàng	10111	99999	1500	6	4	6	3	350	10684	990037
99003702	Thiết thương đội	Hoàng	10111	99999	1500	6	4	6	3	350	10684	990037
99003703	Thiết thương đội	Hoàng	10111	99999	1500	6	4	6	3	350	10684	990037
99003704	Thiết thương đội	Hoàng	10111	99999	1500	6	4	6	3	350	10684	990037
99003705	Thiết thương đội	Hoàng	10111	99999	1500	6	4	6	3	350	10684	990037
99003706	Thiết thương đội	Hoàng	10111	99999	1500	6	4	6	3	350	10684	990037
99003707	Thiết thương đội	Hoàng	10111	99999	1500	6	4	6	3	350	10684	990037
99003708	Thiết thương đội	Hoàng	10111	99999	1500	6	4	6	3	350	10684	990037
99003709	Thiết thương đội	Hoàng	10111	99999	1500	6	4	6	3	350	10684	990037
99003710	Thiết thương đội	Hoàng	10111	99999	1500	6	4	6	3	350	10684	990037
99003711	Thiết thương đội	Hoàng	10111	99999	1500	6	4	6	3	350	10684	990037
99003712	Thiết thương đội	Hoàng	10111	99999	1500	6	4	6	3	350	10684	990037
99003713	Thiết thương đội	Hoàng	10111	99999	1500	6	4	6	3	350	10684	990037
99003714	Thiết thương đội	Hoàng	10111	99999	1500	6	4	6	3	350	10684	990037
99003715	Thiết thương đội	Hoàng	10111	99999	1500	6	4	6	3	350	10684	990037
99003801	Đại đao đội	Hoàng	10112	99999	1400	8	6	10	3	500	10685	360078
99003802	Đại đao đội	Hoàng	10112	99999	1400	8	6	10	3	500	10685	360078
99003803	Đại đao đội	Hoàng	10112	99999	1400	8	6	10	3	500	10685	360078
99003804	Đại đao đội	Hoàng	10112	99999	1400	8	6	10	3	500	10685	360078
99003805	Đại đao đội	Hoàng	10112	99999	1400	8	6	10	3	500	10685	360078
99003806	Đại đao đội	Hoàng	10112	99999	1400	8	6	10	3	500	10685	360078
99003807	Đại đao đội	Hoàng	10112	99999	1400	8	6	10	3	500	10685	360078
99003808	Đại đao đội	Hoàng	10112	99999	1400	8	6	10	3	500	10685	360078
99003809	Đại đao đội	Hoàng	10112	99999	1400	8	6	10	3	500	10685	360078
99003810	Đại đao đội	Hoàng	10112	99999	1400	8	6	10	3	500	10685	360078
99003901	Hoàng đế	Hoàng	10116	99999	3200	10	10	10	3	800	10686	990039
99004001	Hoàng đế	Hoàng	10116	99999	3200	10	10	10	3	800	10686	990039
99005401	Vô Tướng	Địa	10106	99999	6800	18	6	6	4	380	10676	990027
99005501	Vô Ngã	Địa	10106	99999	6800	8	6	6	4	1200	10676	990027
99005601	Vô Dục	Địa	10106	99999	6800	8	16	6	4	550	10676	990027
99005701	Vô Thường	Địa	10106	99999	6800	8	12	20	4	450	10676	990027
99005801	Thiên Ý thượng nhẫn	Địa	10099	99999	2300	14	12	6	4	400	10664	360068
99005901	Thiên Ý phóng độc nhẫn giả	Địa	10099	99999	800	8	6	4	3	200	10656	360068
99006001	Thiên Ý phóng độc nhẫn giả	Địa	10099	99999	800	8	6	4	3	200	10656	360068
99006101	Thiên Ý phóng độc nhẫn giả	Địa	10099	99999	800	8	6	4	3	200	10656	360068
99006201	Thiên Ý nhẫn giả	Địa	10099	99999	1200	8	6	4	3	200	10656	360068
99006301	Thiên Ý nhẫn giả	Địa	10099	99999	1200	8	6	4	3	200	10656	360068
99006401	Thiên Ý nhẫn giả	Địa	10099	99999	1200	8	6	4	3	200	10656	360068
99006501	Thiên Ý nhẫn giả	Địa	10099	99999	1200	8	6	4	3	200	10656	360068
99006801	Cẩm Y Vệ	Huyền	10110	99999	2000	6	4	12	3	460	10683	500006
99006901	Quan binh	Hoàng	0	99999	800	0	0	0	2	0	10526	100117
99007001	Quan binh	Hoàng	0	99999	800	0	0	0	2	0	10526	100117
99007101	Quan binh	Hoàng	0	99999	800	0	0	0	2	0	10526	100117
99007201	Quan binh	Hoàng	0	99999	800	0	0	0	2	0	10526	100117
99007301	Cẩm Y Vệ	Huyền	10110	99999	2000	6	4	12	3	460	10683	500006
99007401	Đông Xưởng sát thủ	Huyền	10073	99999	1200	16	8	20	3	220	10521	100116
99007501	Đông Xưởng sát thủ	Huyền	10073	99999	1200	16	8	20	3	220	10521	100116
99007601	Trường Hồng tiêu sư	Huyền	0	99999	1600	0	0	0	2	60	10416	100079
99007701	Trường Hồng tiêu sư	Huyền	0	99999	1600	0	0	0	2	60	10416	100079
99007801	Trường Hồng tiêu sư	Huyền	0	99999	1600	0	0	0	2	60	10416	100079
99007901	Đường Môn môn nhân	Huyền	10085	99999	1000	4	20	0	3	50	10428	100083
99008001	Đường Môn môn nhân	Huyền	10085	99999	1000	4	20	0	3	50	10428	100083
99008101	Đường Môn môn nhân	Huyền	10085	99999	1000	4	20	0	3	50	10428	100083
99008201	Tây Vực du dân	Hoàng	0	99999	500	4	2	2	2	30	10661	360087
99008301	Tây Vực du dân	Hoàng	0	99999	1500	2	2	4	3	30	10662	360088
99008401	Trư Bát Giới	Địa	10068	99999	3000	6	8	25	3	600	10127	100015
99008501	Đường Tăng	Địa	10069	99999	2500	24	14	2	3	450	10051	100016
99008601	Sa Ngộ Tĩnh	Huyền	10008	99999	2800	18	8	6	3	100	10186	100021
99008701	Tửu yêu	Địa	10072	99999	3400	4	8	12	3	300	10101	100026
99008801	Kỳ yêu	Địa	10072	99999	2000	10	4	0	3	200	10102	100027
99008901	Dược tinh	Địa	10072	99999	3500	0	0	0	3	400	10103	100028
99009001	Cầm yêu	Địa	10072	99999	3000	10	8	0	3	100	10104	100029
99009101	Nghiễn tinh	Địa	10072	99999	2800	6	10	2	3	160	10105	100030
99009201	Bút yêu	Địa	10072	99999	2700	8	4	8	3	240	10106	100031
99009301	Hoa yêu	Địa	10072	99999	3600	4	4	4	3	140	10108	100419
99009401	Tiêu Dao đại vương	Thiên	10047	99999	5000	20	20	20	3	600	10056	100017
99009501	Hồ tổng quản	Huyền	10017	99999	2400	15	5	15	4	500	10066	100019
99009601	Tạp Tạp Đông	Huyền	10099	99999	4200	8	12	8	5	500	10664	360068
99009701	Minh nhân	Huyền	10099	99999	9999	4	6	12	3	400	10664	360068
99009801	Anh tử	Huyền	10099	99999	2800	12	4	6	3	280	10664	360068
99009901	Hữu Trụ	Huyền	10099	99999	3600	8	12	8	4	360	10664	360068
99010001	Tịch Tà	Hoàng	10060	99999	9999	10	10	10	3	200	10705	990100
99010101	Tịch Tà	Hoàng	10060	99999	9999	10	10	10	3	200	10705	990100
99010201	Tịch Tà	Hoàng	10060	99999	9999	10	10	10	3	200	10705	990100
99010301	Tịch Tà	Hoàng	10060	99999	9999	10	10	10	3	200	10705	990100
99010401	Tịch Tà	Hoàng	10060	99999	9999	10	10	10	3	200	10705	990100
99010501	Tịch Tà	Hoàng	10060	99999	9999	10	10	10	3	200	10705	990100
99010601	Cầm điên	Hoàng	60001	99999	3000	5	5	5	3	450	10714	100014
99010701	Kỳ ma	Hoàng	60001	99999	2500	5	5	5	3	350	10715	100014
99010801	Thư ngốc	Hoàng	60001	99999	2500	3	3	3	3	250	10716	100014
99010901	Họa cuồng	Hoàng	60001	99999	2500	3	3	3	3	250	10717	100014
99011001	Thần y	Hoàng	60001	99999	2500	3	3	3	3	200	10718	100014
99011101	Xảo tượng	Hoàng	60001	99999	2000	3	3	3	3	200	10719	100014
99011201	Hoa si	Hoàng	60001	99999	2000	3	3	3	3	200	10720	100014
99011301	Hí mê	Hoàng	60001	99999	2000	3	3	3	3	200	10721	100014
99011401	Thông biện tiên sinh	Hoàng	60001	99999	4500	10	10	10	3	500	10722	100014
99011501	Tiêu Dao chưởng môn	Hoàng	10132	99999	12000	20	20	20	3	800	10723	100014
99011601	Tôn Diệp	Huyền	10089	99999	2800	10	10	10	3	360	10243	100130
